path_length,expanded_nodes_num
75.14213562373094,1252
88.87005768508878,2077
49.87005768508879,457
71.56854249492375,384
69.66904755831212,638
74.66904755831209,848
46.769552621700456,134
58.62741699796949,412
75.18376618407356,1103
64.01219330881975,384
88.84062043356589,705
49.11269837220808,55
56.52691193458116,588
64.15432893255067,49
56.21320343559641,359
46.31370849898477,109
56.66904755831211,176
36.1126983722081,75
53.35533905932737,88
54.24264068711929,70
59.25483399593902,53
68.84062043356592,496
37.8700576850888,229
57.62741699796952,720
70.18376618407355,1546
47.38477631085024,42
55.72792206135786,102
50.04163056034261,377
54.42640687119284,408
40.21320343559641,55
57.76955262170044,86
55.2132034355964,529
61.627416997969505,513
47.04163056034261,151
40.55634918610406,42
77.8406204335659,374
38.798989873223334,46
60.11269837220809,629
62.14213562373093,729
35.1126983722081,44
68.21320343559643,450
54.42640687119284,570
32.79898987322334,48
78.76955262170046,868
38.213203435596434,159
103.42640687119282,1845
77.76955262170044,382
36.1126983722081,39
40.384776310850235,310
60.48528137423856,388
47.59797974644665,98
50.14213562373095,614
54.254833995939016,270
42.65685424949238,213
64.8406204335659,529
73.0416305603426,1377
70.45584412271569,1156
84.49747468305827,1482
38.485281374238575,37
73.69848480983498,1744
61.69848480983498,100
34.041630560342625,28
69.94112549695424,541
67.4974746830583,426
15.242640687119287,18
50.42640687119283,38
57.798989873223334,304
74.0416305603426,1283
59.76955262170045,50
44.76955262170047,34
100.4264068711928,1267
52.941125496954264,196
47.627416997969505,251
95.45584412271569,2140
57.87005768508879,316
88.84062043356589,896
58.97056274847715,121
63.87005768508882,56
49.59797974644665,38
54.11269837220807,85
104.39696961966993,2584
42.798989873223334,602
56.04163056034262,100
52.38477631085024,47
51.45584412271571,643
53.35533905932734,257
38.55634918610405,185
43.798989873223334,38
81.52691193458116,736
37.041630560342625,31
43.31370849898477,40
66.28427124746189,388
64.11269837220809,233
48.79898987322331,379
61.52691193458114,802
50.28427124746188,107
51.35533905932738,501
65.69848480983501,79
63.91168824543139,623
50.14213562373093,337
55.89949493661166,59
41.284271247461895,156
62.6274169979695,785
41.79898987322334,220
54.45584412271572,52
103.42640687119282,1825
45.2842712474619,37
59.4558441227157,565
87.74011537017756,850
51.79898987322332,489
47.11269837220809,48
44.041630560342625,37
60.72792206135786,99
50.112698372208094,160
52.840620433565924,176
69.98275605729685,308
63.384776310850235,89
65.4558441227157,662
59.55634918610406,159
57.59797974644665,342
40.76955262170048,30
79.87005768508878,1625
43.38477631085023,221
61.11269837220809,119
57.25483399593902,367
47.69848480983498,320
46.28427124746188,168
49.52691193458117,125
58.183766184073534,103
52.01219330881974,249
71.98275605729685,132
62.21320343559641,510
36.97056274847715,75
64.42640687119282,422
64.18376618407353,415
39.698484809834994,38
63.4974746830583,94
67.01219330881973,703
71.35533905932736,735
47.42640687119283,35
53.97056274847712,584
67.2842712474619,155
49.11269837220806,53
65.28427124746186,358
43.89949493661167,41
62.6690475583121,90
64.48528137423857,62
53.455844122715696,186
43.11269837220809,496
68.35533905932738,206
37.041630560342625,36
50.18376618407357,39
69.74011537017758,431
55.04163056034262,645
66.21320343559643,608
33.798989873223334,31
56.183766184073555,188
66.21320343559643,178
39.5269119345812,30
73.97056274847712,1119
51.76955262170046,44
46.455844122715696,157
85.76955262170044,992
67.2132034355964,577
86.87005768508877,986
47.45584412271572,76
56.97056274847715,429
51.14213562373095,256
48.38477631085023,323
41.071067811865476,312
49.97056274847714,194
45.11269837220809,181
77.08326112068518,509
44.04163056034262,44
66.52691193458116,64
50.48528137423857,82
64.4558441227157,245
67.45584412271567,440
56.76955262170047,558
40.45584412271572,204
58.2842712474619,50
64.59797974644663,598
65.48528137423855,197
60.384776310850214,450
44.11269837220809,132
60.28427124746188,384
59.28427124746189,526
67.55634918610406,135
64.18376618407353,420
57.97056274847713,305
46.183766184073555,118
72.254833995939,509
79.81118318204304,634
79.87005768508878,1441
63.18376618407353,376
43.2842712474619,45
63.04163056034261,92
46.627416997969526,61
50.35533905932738,371
64.42640687119282,329
45.55634918610405,41
63.35533905932738,547
68.39696961966995,52
47.28427124746191,40
59.76955262170044,98
87.98275605729684,1873
53.31370849898477,124
51.526911934581186,137
60.11269837220808,86
26.899494936611667,24
45.94112549695428,36
66.28427124746189,70
62.89949493661166,265
56.04163056034258,189
59.355339059327356,54
41.041630560342604,136
64.01219330881973,400
51.21320343559643,396
54.89949493661165,62
77.11269837220806,812
49.284271247461916,72
45.2842712474619,40
61.45584412271569,401
64.25483399593904,541
36.041630560342625,131
57.698484809834994,683
56.76955262170045,319
64.97056274847711,446
75.94112549695423,512
75.98275605729683,917
44.55634918610406,202
52.35533905932737,63
54.21320343559644,59
40.76955262170047,57
58.28427124746189,381
62.8700576850888,486
46.38477631085021,122
74.04163056034258,1195
90.15432893255064,1592
73.94112549695427,541
74.04163056034258,1535
94.18376618407352,2192
49.284271247461895,300
49.07106781186546,147
39.31370849898475,62
64.8406204335659,287
35.041630560342625,28
77.0416305603426,463
58.94112549695425,459
35.45584412271572,29
47.62741699796951,255
36.14213562373095,35
55.48528137423857,53
73.94112549695427,576
38.698484809835,30
69.76955262170046,1121
44.18376618407356,103
39.72792206135786,36
54.01219330881974,293
43.45584412271572,207
54.69848480983498,260
88.98275605729684,584
58.01219330881975,530
45.42640687119284,33
42.38477631085024,199
70.14213562373094,1071
59.071067811865476,82
68.94112549695424,772
58.14213562373095,238
49.21320343559643,225
58.38477631085024,208
48.62741699796952,101
59.769552621700456,344
34.1126983722081,25
41.798989873223334,36
55.21320343559641,364
51.66904755831211,68
65.62741699796953,287
58.84062043356593,49
54.769552621700456,379
43.45584412271571,263
53.72792206135786,50
49.45584412271572,279
70.59797974644663,306
59.355339059327335,757
75.39696961966993,59
74.4680374315354,187
51.18376618407355,525
47.52691193458117,139
51.970562748477136,252
55.94112549695425,558
58.597979746446654,47
49.25483399593902,36
61.62741699796951,394
68.94112549695424,779
49.798989873223334,337
50.45584412271569,142
36.87005768508882,29
38.72792206135786,76
72.32590180780448,974
84.74011537017753,515
49.11269837220807,213
59.65685424949237,199
39.2842712474619,98
41.45584412271572,34
63.81118318204304,51
69.94112549695424,441
79.11269837220807,702
72.14213562373094,854
101.28427124746187,610
44.2842712474619,36
65.55634918610403,254
39.62741699796952,74
55.01219330881973,230
90.66904755831209,1791
69.18376618407353,976
57.4974746830583,64
57.0416305603426,918
50.62741699796953,268
79.35533905932735,1052
49.840620433565924,64
57.213203435596405,159
54.42640687119282,70
51.970562748477136,154
53.89949493661166,124
56.28427124746189,726
54.97056274847713,459
54.55634918610405,54
51.798989873223334,229
49.21320343559643,62
50.62741699796952,257
48.76955262170046,151
52.526911934581165,238
61.42640687119283,335
83.56854249492375,1617
63.84062043356593,966
65.45584412271569,663
66.0416305603426,1345
62.21320343559643,358
51.97056274847715,47
66.6690475583121,697
71.14213562373095,1375
66.76955262170046,63
45.213203435596434,41
59.071067811865476,57
74.66904755831212,624
51.35533905932737,214
